Title,Group audio,Violin audio,Singing audio,Guitar audio,Percussion audio,Music score,Lyrics,Translations,Plurilingual songs,History,Videos,Beneficiaries,Difficulty Level,Musical style,Style musical,Thèmes,Themes,Country/Geographic origin,Pays/origine géographique,Language of origin,Langue d'origine,IS A SONG,NEWSLETTER,,,,,,,,,,
POD ONOM GOROM ZELENOM,yes,no,no,no,no,yes,BCMS : yes,"BCMS->English : yes
BCMS->French : yes
BCMS->German : yes",NA,"French : yes
English : yes",NA,"Children
Teenagers 
Adults 
Seniors",Easy,"Traditional music, Traditional song","Chant traditionnel, Musique traditionnelle",,"BCMS: Celebration, community, green valley, high mountain, joy, nature, simplicity, village","Albania, Bosnia and Herzegovina, Bulgaria, Croatia, Kosovo, 
North Macedonia, Montenegro, Balkans, South-Eastern Europe","Albanie, Bosnie-Herzégovine, Bulgarie, Croatie, Kosovo, Macédoine du Nord, Monténégro, Balkans, Europe du Sud-Est","BCMS (Bosnian, Croatian, Montenegrian, Serbian)","BCMS (Bosnien, Croate, Monténégrin, Serbe)",TRUE,,,,,,,,,,,
PORIZALA PALCHYK,no,no,"Scale : yes
Notes : yes
Ukrainian lyrics in rhythm : yes
Ukrainian slow speed voice 1 : yes
Ukrainian original speed voice 1 : yes
Ukrainian slow speed voice 2 : no
Ukrainian original speed voice 2 : no
Ukrainian slow speed voice 3 : yes
Ukrainian original speed voice 3 : yes","Notes : yes
Scale : yes
Chords : yes
Slow speed chords : yes
Original speed chords : yes
Slow melody : yes 
Original melody : yes",no,yes,Ukrainian : yes,"Ukrainian->English : yes
Ukrainian->French : yes",NA,"French : yes
English : yes",NA,"Teenagers 
Adults 
Seniors",Advanced,"Traditional music, Traditional song","Chant traditionnel, Musique traditionnelle",,"Ukrainian: Healing, idealization, innefective remedy, injury, love, kiss, love that heals, pain, protection ","Ukraine, Eastern Europe","Ukraine, Europe de l'Est",Ukrainian,Ukrainien,TRUE,,,,,,,,,,,
PRETTY WOMAN,no,no,no,no,no,no,"1. English : yes
2. French : yes","1. English->French : yes
2. French->English : yes","1. English : PRETTY WOMAN
2. French : L'HOMME EN NOIR",no,NA,"Adults 
Seniors",Intermediate,Rock,Rock,,,"United States of America, Northern America","Etats-Unis, Amérique du Nord",English,Anglais,TRUE,,,,,,,,,,,
QAMIN ZANA,no,no,"Singing Notes : yes
Singing Scale : yes
Armenian Slow speed : yes
Armenian Original speed : yes
Armenian Lyrics in rhythm : yes ",no,no,yes,Armenian : yes,"Armenian->English : yes
Armenian->French : yes",NA,"French : yes
English : yes",NA,"Teenagers
Adults",Intermediate,"Traditional music, Traditional song","Chant traditionnel, Musique traditionnelle",,"Armenian: Loss, love, mountain, nature, search, seduction, theft, tulip field, wind, youth ","Armenia, Western Asia","Arménie, Asie de l'Ouest",Armenian,Arménien,TRUE,,,,,,,,,,,
QUAND ON FAIT DES CREPES CHEZ NOUS,no,no,no,no,no,yes,French : yes,French->English : yes,NA,no,NA,Children,Easy,"Children song, Nursery rhyme","Chanson enfantine, Comptine",,,"France, Western Europe","France, Europe de l'Ouest",French,Français,TRUE,,,,,,,,,,,
QUE NOTRE ALSACE EST BELLE,yes,no,no,no,no,yes,French : yes,French->English : yes,NA,no,NA,"Children
Teenagers 
Adults 
Seniors",Easy,"Musical theatre, Singspiegel, Traditional music, Traditional song","Chant traditionnel, Comédie musicale, Musique traditionnelle, Singspiegel",,,"Alsace, France, Western Europe","Alsace, France, Europe de l'Ouest",French,Français,TRUE,,,,,,,,,,,
QUE SERA SERA,"1. English : yes
2. French : no",yes,"1. English : yes
2. French : no",no,no,yes,"1. English : yes
2. French : yes","1. English->French : yes
2. French->English : yes","1. English : QUE SERA SERA
2. French : QUE SERA SERA","French : yes
English : yes",NA,"Children
Teenagers 
Adults 
Seniors",Easy,"Film score, Pop ","Musique de film, Pop","Amour, avenir, confiance, cycle de la vie, destin, fidelité, génération, rêve","English: Dream, life cycle, love, relationships, self-questioning, future","United States of America, Northern America","Etats-Unis, Amérique du Nord",English,Anglais,TRUE,,,,,,,,,,,
QUEM VEM LA SOU EU,no,no,no,no,no,no,Portuguese : yes,"Portuguese->English : yes
Portuguese->French : yes",NA,no,NA,"Children
Teenagers 
Adults 
Seniors",Intermediate,"Traditional music, Traditional song, Capoeira song ","Musique traditionnelle, Chanson traditionnelle, Musique de capoeira",,,"Brazil, South America","Brésil, Amérique du Sud",Portuguese,Portugais,TRUE,,,,,,,,,,,
QUIZAS,no,no,no,no,no,yes,"1. English : yes
2. French : yes
3. Spanish : yes","1. English->French : yes
2. French->English : yes
3.1. Spanish->French : yes
3.2. Spanish->English : yes","1. English : PERHAPS
2. French : QUI SAIT
3. Spanish : QUIZAS","French : yes
English : yes",NA,"Teenagers 
Adults 
Seniors",Intermediate,Bolero,Bolero,,"English: demand for clarity, indecision, love, refusal to commit, suffering, unspoken feelings, vulnerability
Spanish: Frustration, relationship, relational ambiguity, tension, uncertainty, waiting, waste of time ","Cuba, Latin America, Northern America","Cuba, Amérique latine, Amérique du Nord",Spanish,Espagnol,TRUE,,,,,,,,,,,
RACENITSA,yes,no,NA,no,no,yes,NA,NA,NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Traditional dance, Traditional music","Danse traditionnelle, Musique traditionnelle",,,"Bulgaria, South-Eastern Europe","Bulgarie, Europe du Sud-Est",Bulgarian,Bulgare,FALSE,,,,,,,,,,,
RAGANAS MEITA,no,no,"Notes : no
Scale : no
Latvian lyrics in rhythm : yes
Latvian slow speed : yes
Latvian original speed : yes",no,no,yes,Latvian : yes,"Latvian->English : yes
Latvian->French : yes",NA,"French : yes
English : yes",yes,"Children
Teenagers 
Adults 
Seniors",Easy,"Traditional dance, Traditional music, Traditional song","Chant traditionnel, Danse traditionnelle, Musique traditionnelle",,"Latvian: Comparison, criterion, marriage, refusal, requirement, search, union, witch ","Latvia, Northern Europe","Lettonie, Europe du Nord",Latvian,Letton,TRUE,,,,,,,,,,,
"RAME, RAME",no,no,no,no,no,yes,"1. French : yes
2. French : yes 
3. Spanish : yes
4.1. English : yes
4.2. English : yes
","1. French->English : yes
2. French->English : yes 
3.1. Spanish->English : yes
3.2. Spanish->French : yes
4.1. English->French : yes
4.2. English->French : yes","1. French : RAME, RAME
2. French : RAME, RAME, RAME DONC
2. Spanish : VAMOS A REMAR EN UN BOTECITO
3.1. English : ROW, ROW, ROW YOUR BOAT
3.2. English : KEEP KEEP KEEP YOUR HEALTH",no,NA,Children,Easy,Nursery rhyme,Comptine,,,North America,Amérique du Nord,English,Anglais,TRUE,,,,,,,,,,,
RAMIZEM,yes,no,no,no,no,yes,Turkish : yes,"Turkish->English : yes
Turkish->French : yes",NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Traditional music, Traditional song","Chant traditionnel, Musique traditionnelle",,,"Turkey, Western Asia, South-Eastern Europe","Turquie, Asie de l'Ouest, Europe du Sud-Est",Turkish,Turc,TRUE,,,,,,,,,,,
REIHE REIHE ROSE,no,yes,Alsatian : yes (mauvaise tonalité ?),no,no,yes,Alsatian : yes,"Alsatian->English : yes
Alsatian->French : yes",NA,"French : yes
English : yes",NA,Children,Easy,Nursery rhyme,Comptine,,"Alsatian: Bond, children's game, family, fruit, joy, life cycle, nature ","Alsace, France, Western Europe","Alsace, France, Europe de l'Ouest",Alsatian,Alsacien,TRUE,,,,,,,,,,,
RONDEAU,no,no,NA,no,no,yes,NA,NA,NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Rondeau, Traditional music","Rondeau, Musique traditionnelle",,,"France, Western Europe","France, Europe de l'Ouest",French,Français,FALSE,,,,,,,,,,,
ROSA,yes,no,French : no,no,no,yes,French : yes,French->English : yes,NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Romane Chave, Traditional music","Musique traditionnelle, Musique tsigane, Romane Chave",,,Europe,Europe,Romani,Romani,TRUE,,,,,,,,,,,
ROULEZ ROULEZ PETIT TRAIN,no,no,"English : yes
French : no",no,no,yes,"1. English : yes
2. French : yes","1. English->French : yes
2. French->English : yes","1. English : ROLL LITTLE TRAIN
2. French : ROULEZ ROULEZ PETIT TRAIN",no,NA,Children,Easy,"Children's song, Nursery rhyme","Chanson enfantine, Comptine","Immitation du train, mouvement, train, transport, voyage","English: Movement, observation, rolling, size, small, train, train imitation, transport ","Belgium, France, Western Europe","Belgique, France, Europe de l'Ouest",French,Français,TRUE,,,,,,,,,,,
S.O.S D'UN TERRIEN EN DETRESSE,no,no,no,no,no,no,French : yes,French->English : yes,NA,no,NA,"Adults 
Seniors",Advanced,Rock opera,Opéra rock,,,"France, Western Europe","France, Europe de l'Ouest",French,Français,TRUE,,,,,,,,,,,
SAMIOTISA,yes,no,no,no,no,yes,Greek : yes,"Greek->English : yes
Greek->French : yes",NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,Polyphonic song,Chant polyphonique,,,"Greece, South-Eastern Europe","Grèce, Europe du Sud-Est",Greek,Grec,TRUE,,,,,,,,,,,
SAR UMAD ZEMESTUN,no,no,no,no,no,yes,Farsi : yes,"Farsi->English : yes
Farsi-> French : yes",NA,"French : yes
English : yes",NA,"Teenagers 
Adults 
Seniors",Advanced,"Traditional song, Protest song","Chant traditionnel, Chanson engagée",,"Farsi: flowers, forest, mountains, nature, renewal, seasons, spring, stars, sun, tulips, winter ","Iran, Middle East, Western Asia","Iran, Moyen-Orient, Asie de l'Ouest",Farsi,Farsi,TRUE,ETE 2024,,,,,,,,,,
SAULALA SADINA LYLIA,,,,,,,Victoria,Victoria,Victoria,,,,,,,,,,,,,,,,,,,,,,,,
SAVEZ-VOUS PLANTER LES CHOUX,no,no,no,no,no,yes,French : yes,French->English : yes,NA,no,NA,Children,Easy,"Children's song, Nursery rhyme","Chanson enfantine, Comptine","Chou, culture, jardin, légume, nature, partie du corps humain, plantation, 
tradition",,"France, Western Europe","France, Western Europe",French,Français,TRUE,,,,,,,,,,,
SBRANDO,no,no,NA,no,no,yes,NA,NA,NA,no,no,"Teenagers
Adults",Advanced,"Traditional dance, Traditional music, Traditional song","Chant traditionnel, Danse traditionnelle, Musique traditionnelle",,,"Italy, Southern Europe","Italie, Europe du Sud",NA,NA,FALSE,,,,,,,,,,,
SCARBOROUGH FAIR,yes,no,no,no,no,yes,"1. English : yes
2. French : yes","1. English->French : yes
2. French->English : yes","1. English : SCARBOROUGH FAIR
2. French : LA PRINCESSE DE LA NUIT","French : yes
English : yes",NA,"Children
Teenagers 
Adults 
Seniors",Easy,"Ballad, Traditional music, Traditional song","Ballade, Chant traditionnel, Musique traditionnelle",,"English: great love, harvest, land, market, memory, nostalgia, parsley, plant, quest, rosemary, sage, sand, sea, thyme ","United Kingdom, North-Western Europe","Royaume-Uni, Europe du Nord-Ouest",English,Anglais,TRUE,,,,,,,,,,,
SECO GELIYOR,yes,no,NA,no,no,yes,NA,NA,NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,Traditional music,Musique traditionnelle,,,"Turkey, Western Asia, South-Eastern Europe","Turquie, Asie de l'Ouest, Europe du Sud-Est",Turkish,Turc,FALSE,,,,,,,,,,,
SEDNA BABA,yes,no,no,no,no,yes,Macedonian : yes,"Macedonian->English : yes
Macedonian->French : yes
Macedonian->German : yes",NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Traditional music, Traditional song","Chant traditionnel, Musique traditionnelle",,,"Macedoine, South-Eastern Europe","Macédoine du Nord, Europe du Sud-Est",Macedonian,Macédonien,TRUE,,,,,,,,,,,
SENUA DANDE,no,no,no,no,no,no,no,no,no,"French : yes
English : yes",NA,,,,,,,,,,,,,,,,,,,,,,
SHARATIN,,,,,,Eteri,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHCHEDRYK,yes,yes,"1. English : yes
2. Ukrainian : yes",no,no,yes,"1. English : yes
2. Ukrainian : yes","1. English->French : yes
2.1. Ukrainian->BCMS : yes
2.2. Ukrainian->English : yes
2.3. Ukrainian->French : yes
2.4. Ukrainian->German : yes","1. English : CAROL OF THE BELLS
2. Ukrainian : SHCHEDRYK","French : yes
English : yes",NA,"Children
Teenagers 
Adults 
Seniors",Easy,"Christmas song, Traditional music, Traditional song","Chant de Noël, Chant traditionnel, Musique traditionnelle",,"English: Bell, celebration, christmas, community, ding-dong, émotions, good mood, sharing, sound 
Ukrainian: Animals, barn, birth, farming, life cycle, spring, straw","Ukraine, Eastern Europe","Ukraine, Europe de l'Est",Ukrainian,Ukrainien,TRUE,HIVER 2023,,,,,,,,,,
SHERELE,yes,no,NA,no,no,yes,NA,NA,NA,no,NA,"Children
Teenagers 
Adults 
Seniors",Intermediate,"Klezmer, Traditional music","Klezmer, Musique traditionnelle",,,"Central Europe, Eastern Europe, Western Europe","Europe centrale, Europe de l'Est, Europe de l'Ouest",Yiddish,Yiddish,FALSE,,,,,,,,,,,
SHIPS,yes,no,NA,no,no,yes,NA,NA,NA,no,NA,"Children
Teenagers 
Adults 
Seniors",Intermediate,"Celtic music, Traditional music","Musique celtique, Musique traditionnelle",,,"Ireland, North-Western Europe","Irlande, Europe du Nord-Ouest",English,Anglais,FALSE,,,,,,,,,,,
SHOGHER JAN,no,no,no,no,no,yes,Armenian : yes,"Armenian->English : yes
Armenian->French : yes",NA,no,NA,Adults,Advanced,"Traditional music, Traditional song","Chant traditionnel, Musique traditionnelle",,,"Armenia, Western Asia","Arménie, Asie de l'Ouest",Armenian,Arménien,TRUE,,,,,,,,,,,
SHOSHOLOZA,no,no,"Notes : yes
Scale : yes
Zulu lyrics in rhythm : yes
Zulu slow speed : yes
Zulu original speed : yes",no,no,yes,Zulu : yes,"Zulu->English : yes
Zulu->French : yes",NA,no,NA,?,?,?,,,,Southern Africa,Afrique australe,Zulu,Zulu,TRUE,,,,,,,,,,,
SI TU AS DE LA JOIE AU COEUR,no,no,"1. English : yes
2. French : yes
3. German : no
4. Italian : no",no,no,yes,"1. English : yes
2. French : yes
3. German : yes","1. English->French : yes
2. French->English : yes
3.1. German->French : yes
3.2. German->English : yes
4.1. Italian->French : yes
4.2. Italian->English : yes","1. French : SI TU AS DE LA JOIE AU COEUR
2. English : IF YOU'RE HAPPY
3. German : WENN DU FROHLICH BIST
4. Italian : SE SEI FELICE","French : yes
English : yes",NA,Children,Intermediate,"Children's song, Nursery rhyme","Chanson enfantine, Comptine","Bonheur, cœur, expression corporelle, joie, mouvement rythme","English: Affirmation of emotions, contribution, expression of feelings, 
happiness, joy, movement, physical expression, rhythm, sharing of emotions
German: Affirmation of emotions, self-affirmation, expression of feelings, physical 
expression, verbal expression, happiness, joy, movement, rhythm, sharing of 
emotions
Italian: Affirmation of emotions, happiness, inclusion (at the end of the song), joy, 
movement, physical and verbal expression,  rhythm, sharing, self-affirmation","United States of America, Northern America","Etats-Unis, Amérique du Nord",English,Anglais,TRUE,,,,,,,,,,,
SIKHALELA IZWE LAKITHI,no,no,no,no,no,yes,Zulu : yes,"Zulu->English : yes
Zulu->French : yes",NA,"French : yes
English : yes",NA,"Children
Teenagers 
Adults 
Seniors",Easy,Protest song,Chanson engagée,,"Zulu: Colonization, cultural identity, émotions, injustice, land, nature, sadness, solidarity, theft ","South Africa, Southern Africa","Afrique du Sud, Afrique australe",Zulu,Zulu,TRUE,HIVER 2023,,,,,,,,,,
SINANARI,yes,no,no,no,no,yes,Turkish : yes,"Turkish->English : yes
Turkish->French : yes",NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Traditional music, Traditional song","Chant traditionnel, Musique traditionnelle",,,"Turkey, Western Asia, South-Eastern Europe","Turquie, Asie de l'Ouest, Europe du Sud-Est",Turkish,Turc,TRUE,,,,,,,,,,,
SIRBA,yes,no,NA,no,no,yes,NA,NA,NA,"French : yes
English : yes",NA,"Teenagers 
Adults 
Seniors",Intermediate,"Sirba, Traditional music","Musique traditionnelle, Sirba",,,"Romania, Central Europe, Eastern Europe, South-Eastern Europe","Roumanie, Europe centrale, Europe de l'Est, Europe de l'Ouest",Romanian,Roumain,FALSE,,,,,,,,,,,
SNIJEG PADE,yes,no,"Notes : yes
Scale : yes
BCMS Slow speed : yes
BCMS Original speed : yes
BCMS Lyrics in rhythm : yes ",no,no,yes,"1.BCMS : yes
2.BCMS&Macedonian : yes","1.1. BCMS->English : yes
1.2. BCMS->French : yes
2.1. BCMS&Macedonian->English : yes
2.2. BCMS&Macedonian->French : yes","1. SNIJEG PADE
2. SNIJEG PADE/JOVANO, JOVANKE","French : yes
English : yes",NA,"Teenagers 
Adults 
Seniors",Intermediate,"Sevdalinka, Traditional music, Traditional song","Chant traditionnel, Musique traditionnelle, Sevdalinka",,"BCMS: Consent, dream, flowers, fruits, lips, love, nature, season, snow, spring, unrequited/ lost love, winter ","Bosnia and Herzegovina, Balkans, South-Eastern Europe","Bosnie-Herzégovine, Balkans, Europe du Sud-Est","BCMS (Bosnian, Croatian, Montenegrian, Serbian)","BCMS (Bosnien, Croate, Monténégrin, Serbe)",TRUE,,,,,,,,,,,
SODADE,no,no,no,no,no,no,Cape verdean creole : yes,"Cape verdean creole->English : yes
Cape verdean creole->French : yes",NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,Coladeira,Coladeira,,,"Cape Verde, West Africa","Cap Vert, Afrique de l'Ouest",Cape Verdean Creole,Créole capverdien,TRUE,,,,,,,,,,,
SOTTO L'ALBERO DEL PIEMONTE,,,,,,Davide,Davide,Davide,,Davide,,,,,,,,,,,,,,,,,,,,,,,
SOY UNA TAZA,yes,no,no,no,no,no (Hervé),Spanish : yes,"Spanish->English : yes
Spanish->French: yes",NA,no (Laura),NA,Children,Easy,Children's song,Chanson enfantine,,,"Argentina, South America","Argentine, Amérique du Sud",Spanish,Espagnol,TRUE,,,,,,,,,,,
STAR OF THE COUNTY DOWN,no,no,no,no,no,yes,English : yes,English->French : yes,NA,"French : yes
English : yes",NA,"Children
Teenagers 
Adults 
Seniors",Intermediate,"Ballad, Traditional music, Traditional song","Ballad, Traditional music, Traditional song",,"English: appearence, beauty, budding love, description, desire, determination, émotions, encounter, idealization, Ireland, place, traditions, wonder, young lady ","Ireland, North-Western Europe","Irlande, Europe du Nord-Ouest",English,Anglais,TRUE,,,,,,,,,,,
SULIKO,no,no,no,no,no,no,Georgian : yes,"Georgian->French : yes
Georgian->English : yes",NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Traditional music, Traditional song","Chant traditionnel, Musique traditionnelle",,,"Georgia, Eastern Europe, Western Asia ","Géorgie, Eastern Europe, Western Asia ",Georgian,Géorgien,TRUE,,,,,,,,,,,
SUMMERTIME,no,no,English : yes,no,no,no,English : yes,English->French : yes,NA,no,NA,"Children
Teenagers 
Adults 
Seniors",Intermediate,"Blues, Jazz, Lullaby, Opera","Berceuse, Blues, Jazz, Opéra",,,"United States of America, Northern America","Etats-Unis, Amérique du Nord",English,Anglais,TRUE,,,,,,,,,,,
SWEET HOME ALABAMA,no,no,no,no,no,no,"1. English : yes
2. French : yes","1. English->French : yes
2. French->English : yes","1. English : SWEET HOME ALABAMA
2. French : CARTES POSTALES D'ALABAMA",no,NA,"Teenagers 
Adults 
Seniors",Intermediate,Rock,Rock,,,"United States of America, Northern America","Etats-Unis, Amérique du Nord",English,Anglais,TRUE,,,,,,,,,,,
SWING VALSE ,yes,no,NA,no,no,yes,NA,NA,NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Gipsy jazz, Jazz, Swing, Waltz","Jazz, Jazz manouche, Swing, Valse",,,Europe,Europe,? ,? ,FALSE,,,,,,,,,,,
SYMPATHIQUE,no,no,no,no,no,no,French : yes,English->French : yes,NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Pop, Jazz","Pop, Jazz",,,"United States of America, Northern America","Etats-Unis, Amérique du Nord",French,Français,TRUE,,,,,,,,,,,
TAKE ME HOME COUNTRY ROADS,no,no,no,no,no,no,English : yes,English->French : yes,NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Country, Folk",Country,,,"West Virginia, United States of America, Northern America","Ouest-Virginie, Etats-Unis, Amérique du Nord",English,Anglais,TRUE,,,,,,,,,,,
TANGO,yes,no,no,no,no,yes,French : yes,French->English : yes,NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Chanson, Tango ","Chanson française, Tango",,,"France, Western Europe","France, Europe de l'Ouest",French,Français,TRUE,,,,,,,,,,,
TARANTELLA,yes,no,NA,no,no,yes,NA,NA,NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Tarantella, Traditional music","Musique traditionnelle, Tarentelle",,,"Italy, Southern Europe","Italie, Europe du Sud",Italian,Italien,FALSE,,,,,,,,,,,
TECE MI VODA STUDENA,no,no,no,no,no,no,Bulgarian : yes,"Bulgarian->English : yes
Bulgarian->French : yes",NA,no,NA,Adults,?,"Traditional music, Traditional song","Musique traditionnelle, Chant traditionnel",,,"Bulgaria, South-Eastern Europe","Bulgarie, Europe du Sud-Est",Bulgarian,Bulgare,TRUE,,,,,,,,,,,
TESIYE,no,no,no,no,no,no,Kurdish : yes,"Kurdish->French : yes
Kurdish->English : yes",NA,"French : yes
English : yes",NA,"Children
Teenagers 
Adults 
Seniors",Intermediate,"Children's song, Nursery rhyme, Traditional music, Traditional song","Chanson enfantine, Chant traditionnel, Comptine, Musique traditionnelle",,"Kurdish: Animals, craftsmanship, distaff, sheep, knowledge transmission, lambs, manual work, nature, spinnig, tradition, wool","Iran, Iraq, Syria, Turkey, Middle East, Western Asia","Iran, Irak, Turquie, Moyen-Orient, Asie de l'Ouest",Kurdish,Kurde,TRUE,,,,,,,,,,,
TETE EPAULES GENOUX ET PIEDS,no,yes,"1. English : yes
2. French : yes
3. German : yes
4. Polish : no
5. Russian : no
6. Spanish : no
7. Yiddish : no",no,no,yes,"1. English : yes
2. French : yes
3. German : yes
4. Polish : yes
5. Russian : yes
6. Spanish : yes
7. Yiddish : yes
8. Hungarian : yes","1. English->French : yes
2. French->English : yes
3.1. German->English : yes
3.2. German->French : yes
4.1. Polish->English : yes
4.2. Polish->French : yes
5.1. Russian->English : yes
5.2. Russian->French : yes
6.1. Spanish->English : yes
6.2. Spanish->French : yes
7.1. Yiddish->English : yes
7.2. Yiddish->French : yes
8.1. Hungarian->English : yes
8.2. Hungarian->French : yes","1. English : HEAD SHOULDERS KNEES AND TOES
2. French : TETE EPAULES GENOUX ET PIEDS
3. German : KOPF UND SCHULTER KNIE UND FUSS
4. Polish : GLOWA RAMIONA KOLANA PIETY
5. Russian : ROT NOS OUCHY I GLAZA
6. Spanish : CABEZA HOMBRO RODILLA Y PIE
7. Yiddish : KOP AKSLEN KNI UN FIS
8. Hungarian : A FEJEM A VALLAM A TERDEM A BOKAM","French : yes
English : yes","1. English : yes
2. French : yes
3. German : yes
4. Polish : no
5. Russian : no
6. Spanish : no
7. Yiddish : no
8. Hungarian : no",Children,Easy,"Children's song, Nursery rhyme","Chanson enfantine, Comptine","Bouche, conscience corporelle, coordination, épaules, genoux, le corps humain, 
mouvement, nez, nombre, oreilles, pieds, tête, yeux","English: Body awareness, coordiation, head, human body, knees, movement, 
shoulder, toes
German: Body awareness, coordination, ears, eyes, feet, head, human body, 
knees, mouth, movemet, nose, shoulders
Hungarian: Ankle, body awareness, coordination, ears, eyes, head, human body, 
knees, mouth, my body, nose, shoulder, movement 
Polish: Body awareness, coordination, ears, eyes, head, heels, human body, 
knees, mouth, movement, nose, shoulders 
Russian: Body awareness, chest, concetration, coordination, ears, eyes, feet, 
hands, head, human body, legs, memory, mouth, movement, neck, knees, nose, 
stomach
Spanish: Body awareness, ears, eyes, feet, head, human body, knee mouth, 
coordination, nose, shoulder
Yiddish: Body awareness, coordiation, ears, eyes, feet, head, human body, 
knees, mouth, movement, nose, shoulder","United States of America, Northern America","Etats-Unis, Amérique du Nord",English,Anglais,TRUE,,,,,,,,,,,
THALASSA,yes,no,NA,no,no,yes,NA,NA,NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Klezmer, Traditional music","Musique traditionnelle, Klezmer",,,"Central Europe, Eastern Europe, Western Europe","Europe centrale, Europe de l'Est, Europe de l'Ouest",Yiddish,Yiddish,FALSE,,,,,,,,,,,
THE HOUSE OF THE RISING SUN,no,no,no,no,no,no,"1. English : yes
2. French : yes","1. English->French : yes
2. French->English : yes","1. English : THE HOUSE OF THE RISING SUN
2. French : LE PENITENCIER",yes,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Traditional music, Traditional song","Musique traditionnelle, Chant traditionnel",,,"United States of America, Northern America","Etats-Unis, Amérique du Nord",English,Anglais,TRUE,,,,,,,,,,,
THE SHOALS OF HERRING,no,no,no,no,no,no,English : yes,English->French : yes,NA,no,NA,"Teenagers 
Adults ",Intermediate,"Ballad, Traditional music, Traditional song","Ballade, Musique traditionnelle, Chant traditionnel",,,"United Kingdom, North-Western Europe","Royaume-Uni, Europe du Nord-Ouest",English,Anglais,TRUE,,,,,,,,,,,
THE SOUND OF SILENCE,no,no,no,no,no,no,"1. English : yes
2. French : yes","1. English->French : yes
2. French->English : yes","1. English : THE SOUND OF SILENCE
2. French : CHANSON D'INNOCENCE",no,NA,"Adults 
Seniors",Intermediate,"Folk, Rock",Rock,,,"United States of America, Northern America","Etats-Unis, Amérique du Nord",English,Anglais,TRUE,,,,,,,,,,,
THESE BOOTS ARE MADE FOR WALKIN',no,no,no,no,no,no,"1. English : yes
2. French : yes","1. English->French : yes
2. French->English : yes
","1. English : THESE BOOTS ARE MADE FOR WALKIN'
2. French : CES BOTTES SONT FAITES POUR MARCHER",no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Pop, Country","Pop, Country",,,"United States of America, Northern America","Etats-Unis, Amérique du Nord",English,Anglais,TRUE,,,,,,,,,,,
TIKE TIKE TACKE,yes,yes,BCMS : no,no,no,yes,BCMS : yes,NA,NA,no,NA,Children,Easy,Nursery rhyme,Comptine,,,"Albania, Bosnia and Herzegovina, Bulgaria, Croatia, Kosovo, 
North Macedonia, Montenegro, Balkans, South-Eastern Europe","Albanie, Bosnie-Herzégovine, Bulgarie, Croatie, Kosovo, Macédoine du Nord, Monténégro, Balkans, Europe du Sud-Est","BCMS (Bosnian, Croatian, Montenegrian, Serbian)","BCMS (Bosnien, Croate, Monténégrin, Serbe)",TRUE,,,,,,,,,,,
TILLIRKOTISSA,,,,,,,Haider,Haider,,Haider,,,,,,,,,,,,,,,,,,,,,,,
TOURNE TOURNE PETIT MOULIN,no,no,French : yes,no,no,yes,French : yes,French->English : yes,NA,no,yes,Children,Easy,"Children's song, Nursery rhyme","Chanson enfantine, Comptine","Animaux, coordiantion, déplacement, imitation des animaux, moulin, 
mouvement, oiseau, panda, poisson",,"France, Western Europe","France, Europe de l'Ouest",French,Français,TRUE,,,,,,,,,,,
TSINTSKARO,no,no,no,no,no,no,Georgian : yes,"Georgian->French : yes
Georgian->English : yes",NA,no,NA,Adults,Intermediate,"Polyphonic song, Traditional song","Chant polyphonique, Chant traditionnel",,,"Georgia, Eastern Europe, Western Asia ","Géorgie, Eastern Europe, Western Asia ",Georgian,Géorgien,TRUE,,,,,,,,,,,
TSIYON,yes,no,NA,no,no,yes,NA,NA,NA,no,NA,"Teenagers 
Adults 
Seniors",Intermediate,"Klezmer, Traditional music","Klezmer, Musique traditionnelle",,,"Central Europe, Eastern Europe, Western Europe","Europe centrale, Europe de l'Est, Europe de l'Ouest",Yiddish,Yiddish,FALSE,,,,,,,,,,,
TU DJAIAL,yes,no,no,no,no,yes,Romani : no,"Romani->English : yes
Romani->French : yes",NA,no,NA,"Children
Teenagers 
Adults 
Seniors",Intermediate,"Traditional music, Traditional song, Gipsy song","Chant traditionnel, Musique traditionnelle, Musique tsigane, Romane chave, Valse",,,Europe,Europe,Romani,Romani,TRUE,,,,,,,,,,,
